rowid	id_loan	id_direct_loantaker	name_direct_loantaker	id_intermediate_parent_1	name_intermediate_parent_1	id_ultimate_parent	name_ultimate_parent	loan_size_outstanding	loan_size_outstanding_currency	loan_size_credit_limit	loan_size_credit_limit_currency	sector_classification_system	sector_classification_input_type	sector_classification_direct_loantaker	fi_type	flag_project_finance_loan	name_project	lei_direct_loantaker	isin_direct_loantaker	chunk	id_2dii	level	sector	sector_ald	name	name_ald	score	source
11	L11	C309	Yuxi ounty Liuan dropower elopment C. L	NA	NA	UP81	Dynegy Midwest Generation, Inc.	191289	EUR	18626259	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP35	ultimate_parent	power	power	Dynegy Midwest Generation, Inc.	dynegy midwest generation, inc.	1	loanbook
12	L12	C298	Yuba vdf County Water Agency	NA	NA	UP269	Summit Meghnaghat Power Co. Ltd.	294297	EUR	19653897	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP94	ultimate_parent	power	power	Summit Meghnaghat Power Co. Ltd.	summit meghnaghat power co. ltd.	1	loanbook
13	L13	C297	Yuba City Cogeneration Partners Lp	NA	NA	UP69	Consorcio Integrador Sonora80m	200569	EUR	18718839	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL99	direct_loantaker	power	power	Yuba City Cogeneration Partners Lp	yuba city cogeneration partners lp	1	loanbook
13	L13	C297	Yuba City Cogeneration Partners Lp	NA	NA	UP69	Consorcio Integrador Sonora80m	200569	EUR	18718839	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP29	ultimate_parent	power	power	Consorcio Integrador Sonora80m	consorcio integrador sonora80m	1	loanbook
14	L14	C296	Yuasfnjiang Elecdtric Psower Corpo	NA	NA	UP3	Affinity Renewables Inc.	187577	EUR	18589227	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP2	ultimate_parent	power	power	Affinity Renewables Inc.	affinity renewables inc.	1	loanbook
15	L15	C295	Yuanbsaoshan Power Generation Co Ltd	NA	NA	UP196	Noshiro Forest Resources Utilization Cooperative Association	192217	EUR	18635517	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL97	direct_loantaker	power	power	Yuanbsaoshan Power Generation Co Ltd	aba hydropower generation co ltd	0.8094405594405594	loanbook
15	L15	C295	Yuanbsaoshan Power Generation Co Ltd	NA	NA	UP196	Noshiro Forest Resources Utilization Cooperative Association	192217	EUR	18635517	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL97	direct_loantaker	power	power	Yuanbsaoshan Power Generation Co Ltd	yiyang baoyuan power generation co., ltd.	0.8492010405053884	loanbook
15	L15	C295	Yuanbsaoshan Power Generation Co Ltd	NA	NA	UP196	Noshiro Forest Resources Utilization Cooperative Association	192217	EUR	18635517	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP73	ultimate_parent	power	power	Noshiro Forest Resources Utilization Cooperative Association	noshiro forest resources utilization cooperative association	1	loanbook
17	L17	C290	Yu Wsang Shaanxi Huadian Coal Co Ltd	NA	NA	UP6	Agrenewables	205209	EUR	18765129	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP4	ultimate_parent	power	power	Agrenewables	agrenewables	1	loanbook
18	L18	C284	Ysstterhogdals Elektriska Kraft Ab	NA	NA	UP121	Helm Concentrates, Inc.	189433	EUR	18607743	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP49	ultimate_parent	power	power	Helm Concentrates, Inc.	helm concentrates, inc.	1	loanbook
19	L19	C289	Ytre Matrefd Energi As	NA	NA	UP78	Domica Fpi S.R.O.	194073	EUR	18654033	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP34	ultimate_parent	power	power	Domica Fpi S.R.O.	domica fpi s.r.o.	1	loanbook
20	L20	C287	Ytl Powerseraya Pte Ltd	NA	NA	UP35	Bnb Renewable Energy Holdings Llc	308217	EUR	19792767	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL90	direct_loantaker	power	power	Ytl Powerseraya Pte Ltd	ytl powerseraya pte ltd	1	loanbook
20	L20	C287	Ytl Powerseraya Pte Ltd	NA	NA	UP35	Bnb Renewable Energy Holdings Llc	308217	EUR	19792767	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP16	ultimate_parent	power	power	Bnb Renewable Energy Holdings Llc	bnb renewable energy holdings llc	1	loanbook
21	L21	C286	Ytl Power International Bhd	NA	NA	UP63	Cisa Spa	226553	EUR	18978063	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL89	direct_loantaker	power	power	Ytl Power International Bhd	ytl power international bhd	1	loanbook
21	L21	C286	Ytl Power International Bhd	NA	NA	UP63	Cisa Spa	226553	EUR	18978063	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP24	ultimate_parent	power	power	Cisa Spa	cisa spa	1	loanbook
22	L22	C285	Ytl Corp Bhd	NA	NA	UP187	Mr. Lay Se.	196857	EUR	18681807	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL88	direct_loantaker	power	power	Ytl Corp Bhd	ytl corp bhd	1	loanbook
22	L22	C285	Ytl Corp Bhd	NA	NA	UP187	Mr. Lay Se.	196857	EUR	18681807	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP68	ultimate_parent	power	power	Mr. Lay Se.	mr. lay se.	1	loanbook
23	L23	C283	Ypic International Energy Cooperation & Development Company	NA	NA	UP297	Wallenstam Vindkraft Nyckeltorp Ab	195929	EUR	18672549	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL86	direct_loantaker	power	power	Ypic International Energy Cooperation & Development Company	ypic international energy cooperation & development company	1	loanbook
23	L23	C283	Ypic International Energy Cooperation & Development Company	NA	NA	UP297	Wallenstam Vindkraft Nyckeltorp Ab	195929	EUR	18672549	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP104	ultimate_parent	power	power	Wallenstam Vindkraft Nyckeltorp Ab	wallenstam vindkraft nyckeltorp ab	1	loanbook
24	L24	C282	Ypfb Corporacion	NA	NA	UP209	Phoenix Energy	309145	EUR	19802025	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL85	direct_loantaker	power	power	Ypfb Corporacion	ypfb corporacion	1	loanbook
25	L25	C281	Ypf Sa	NA	NA	UP296	Viridian Energy Supply	266457	EUR	19376157	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL84	direct_loantaker	power	power	Ypf Sa	ypf sa	1	loanbook
25	L25	C281	Ypf Sa	NA	NA	UP296	Viridian Energy Supply	266457	EUR	19376157	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP103	ultimate_parent	power	power	Viridian Energy Supply	viridian energy supply	1	loanbook
26	L26	C280	Ypf Energia Electrica Sa	NA	NA	UP67	Coast Intelligen, Inc	199641	EUR	0	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL83	direct_loantaker	power	power	Ypf Energia Electrica Sa	ypf energia electrica sa	1	loanbook
26	L26	C280	Ypf Energia Electrica Sa	NA	NA	UP67	Coast Intelligen, Inc	199641	EUR	0	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP28	ultimate_parent	power	power	Coast Intelligen, Inc	coast intelligen, inc	1	loanbook
27	L27	C278	Younicos Ag	NA	NA	UP45	Ce Energy Holding Ag	197785	EUR	0	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL82	direct_loantaker	power	power	Younicos Ag	younicos ag	1	loanbook
27	L27	C278	Younicos Ag	NA	NA	UP45	Ce Energy Holding Ag	197785	EUR	0	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP22	ultimate_parent	power	power	Ce Energy Holding Ag	ce energy holding ag	1	loanbook
28	L28	C276	Youngduk Wind Power Co., Ltd.	NA	NA	UP195	Northstone Power Corp.	315641	EUR	-5000000	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL81	direct_loantaker	power	power	Youngduk Wind Power Co., Ltd.	youngduk wind power co., ltd.	1	loanbook
28	L28	C276	Youngduk Wind Power Co., Ltd.	NA	NA	UP195	Northstone Power Corp.	315641	EUR	-5000000	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP72	ultimate_parent	power	power	Northstone Power Corp.	northstone power corp.	1	loanbook
29	L29	C275	Younas Brothers Group	NA	NA	UP246	Shivnath Rai Harnarain (India) Ltd.	267385	EUR	-242	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL80	direct_loantaker	power	power	Younas Brothers Group	younas brothers group	1	loanbook
29	L29	C275	Younas Brothers Group	NA	NA	UP246	Shivnath Rai Harnarain (India) Ltd.	267385	EUR	-242	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP86	ultimate_parent	power	power	Shivnath Rai Harnarain (India) Ltd.	shivnath rai harnarain (india) ltd.	1	loanbook
30	L30	C274	Yosemite Unified School District	NA	NA	UP33	Bhushan Energy Ltd.	209849	EUR	18811419	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL79	direct_loantaker	power	power	Yosemite Unified School District	yosemite unified school district	1	loanbook
30	L30	C274	Yosemite Unified School District	NA	NA	UP33	Bhushan Energy Ltd.	209849	EUR	18811419	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP14	ultimate_parent	power	power	Bhushan Energy Ltd.	bhagwan energy ltd.	0.9058823529411765	loanbook
31	L31	C273	Yorkshire Windpower Limited	NA	NA	UP5	Agni Steels Private Limited	204281	EUR	18755871	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL78	direct_loantaker	power	power	Yorkshire Windpower Limited	yorkshire windpower limited	1	loanbook
31	L31	C273	Yorkshire Windpower Limited	NA	NA	UP5	Agni Steels Private Limited	204281	EUR	18755871	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP3	ultimate_parent	power	power	Agni Steels Private Limited	agni steels private limited	1	loanbook
32	L32	C272	Yorkshire Water Services Ltd	NA	NA	UP190	Nagpur Tools Pvt. Ltd.	320281	EUR	19913121	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL77	direct_loantaker	power	power	Yorkshire Water Services Ltd	yorkshire water services ltd	1	loanbook
32	L32	C272	Yorkshire Water Services Ltd	NA	NA	UP190	Nagpur Tools Pvt. Ltd.	320281	EUR	19913121	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP71	ultimate_parent	power	power	Nagpur Tools Pvt. Ltd.	nagpur tools pvt. ltd.	1	loanbook
33	L33	C271	York University	NA	NA	UP203	Pantanal Energetica, Ltda.	378745	EUR	20496375	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL76	direct_loantaker	power	power	York University	york university	1	loanbook
33	L33	C271	York University	NA	NA	UP203	Pantanal Energetica, Ltda.	378745	EUR	20496375	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP76	ultimate_parent	power	power	Pantanal Energetica, Ltda.	pantanal energetica, ltda.	1	loanbook
34	L34	C270	York Research Corporation	NA	NA	UP100	Fugong Fengyuan Hydropower Development Co. Ltd.	217273	EUR	18885483	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL75	direct_loantaker	power	power	York Research Corporation	yorkshire windpower limited	0.8095845331139448	loanbook
34	L34	C270	York Research Corporation	NA	NA	UP100	Fugong Fengyuan Hydropower Development Co. Ltd.	217273	EUR	18885483	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL75	direct_loantaker	power	power	York Research Corporation	yorkshire water services ltd	0.8152553329023917	loanbook
34	L34	C270	York Research Corporation	NA	NA	UP100	Fugong Fengyuan Hydropower Development Co. Ltd.	217273	EUR	18885483	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL75	direct_loantaker	power	power	York Research Corporation	york cogeneration corporation	0.832009167303285	loanbook
34	L34	C270	York Research Corporation	NA	NA	UP100	Fugong Fengyuan Hydropower Development Co. Ltd.	217273	EUR	18885483	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP45	ultimate_parent	power	power	Fugong Fengyuan Hydropower Development Co. Ltd.	fugong fengyuan hydropower development co. ltd.	1	loanbook
35	L35	C269	York County Solid Waste Authority	NA	NA	UP173	Man Diesel Se	207065	EUR	18783645	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL74	direct_loantaker	power	power	York County Solid Waste Authority	york county solid waste authority	1	loanbook
35	L35	C269	York County Solid Waste Authority	NA	NA	UP173	Man Diesel Se	207065	EUR	18783645	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP66	ultimate_parent	power	power	Man Diesel Se	man diesel se	1	loanbook
36	L36	C268	York Cogeneration Corporation	NA	NA	UP109	Global Green Power Plc	327705	EUR	19987185	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL73	direct_loantaker	power	power	York Cogeneration Corporation	york cogeneration corporation	1	loanbook
36	L36	C268	York Cogeneration Corporation	NA	NA	UP109	Global Green Power Plc	327705	EUR	19987185	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP47	ultimate_parent	power	power	Global Green Power Plc	global green power plc	1	loanbook
37	L37	C267	York Capital Management Llc	NA	NA	UP40	Carleton College	220057	EUR	18913257	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP19	ultimate_parent	power	power	Carleton College	carleton college	1	loanbook
38	L38	C266	Yongzhou Zhongxin Hydropower Development Co., Ltd.	NA	NA	UP257	Soundararaja Mills Limited	223769	EUR	18950289	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL71	direct_loantaker	power	power	Yongzhou Zhongxin Hydropower Development Co., Ltd.	yongzhou zhongxin hydropower development co., ltd.	1	loanbook
38	L38	C266	Yongzhou Zhongxin Hydropower Development Co., Ltd.	NA	NA	UP257	Soundararaja Mills Limited	223769	EUR	18950289	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP90	ultimate_parent	power	power	Soundararaja Mills Limited	soundararaja mills limited	1	loanbook
39	L39	C265	Yongzhou Lengshuitan Shunhe Hydropower Co., Ltd.	NA	NA	UP188	Mrs. V. Sabithamani	208921	EUR	18802161	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL70	direct_loantaker	power	power	Yongzhou Lengshuitan Shunhe Hydropower Co., Ltd.	yongzhou lengshuitan shunhe hydropower co., ltd.	1	loanbook
39	L39	C265	Yongzhou Lengshuitan Shunhe Hydropower Co., Ltd.	NA	NA	UP188	Mrs. V. Sabithamani	208921	EUR	18802161	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP69	ultimate_parent	power	power	Mrs. V. Sabithamani	mrs. v. sabithamani	1	loanbook
40	L40	C264	Yongzhou Jingyuan Integrated Development Co., Ltd.	NA	NA	UP259	South African Renewable Green Energy (Pty) Ltd	350905	EUR	20218635	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL69	direct_loantaker	power	power	Yongzhou Jingyuan Integrated Development Co., Ltd.	yongzhou jingyuan integrated development co., ltd.	1	loanbook
40	L40	C264	Yongzhou Jingyuan Integrated Development Co., Ltd.	NA	NA	UP259	South African Renewable Green Energy (Pty) Ltd	350905	EUR	20218635	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP91	ultimate_parent	power	power	South African Renewable Green Energy (Pty) Ltd	south african renewable green energy (pty) ltd	1	loanbook
41	L41	C263	Yongren County Wanyuan Hydropower Development Co., Ltd.	NA	NA	UP97	Fg Wilson (Engineering) Limited	275737	EUR	19468737	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL68	direct_loantaker	power	power	Yongren County Wanyuan Hydropower Development Co., Ltd.	yongren county wanyuan hydropower development co., ltd.	1	loanbook
41	L41	C263	Yongren County Wanyuan Hydropower Development Co., Ltd.	NA	NA	UP97	Fg Wilson (Engineering) Limited	275737	EUR	19468737	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP44	ultimate_parent	power	power	Fg Wilson (Engineering) Limited	fg wilson (engineering) limited	1	loanbook
42	L42	C262	Yongji Co-Generation Power Co., Ltd.	NA	NA	UP30	Bethlehem Hydro (Pty) Ltd.	224697	EUR	18959547	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL67	direct_loantaker	power	power	Yongji Co-Generation Power Co., Ltd.	yongji co-generation power co., ltd.	1	loanbook
42	L42	C262	Yongji Co-Generation Power Co., Ltd.	NA	NA	UP30	Bethlehem Hydro (Pty) Ltd.	224697	EUR	18959547	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP11	ultimate_parent	power	power	Bethlehem Hydro (Pty) Ltd.	bethlehem hydro (pty) ltd.	1	loanbook
43	L43	C261	Yongcheng Coal & Electricity Holding Group Co Ltd	NA	NA	UP152	Jsw Group	230265	EUR	19015095	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL66	direct_loantaker	power	power	Yongcheng Coal & Electricity Holding Group Co Ltd	yongcheng coal & electricity holding group co ltd	1	loanbook
43	L43	C261	Yongcheng Coal & Electricity Holding Group Co Ltd	NA	NA	UP152	Jsw Group	230265	EUR	19015095	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP58	ultimate_parent	power	power	Jsw Group	jsw group	1	loanbook
44	L44	C260	Yongchang Dongfang Hydropower Development Co. Ltd.	NA	NA	UP278	Tongaat Hulett Sugar Limited	357401	EUR	20283441	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL65	direct_loantaker	power	power	Yongchang Dongfang Hydropower Development Co. Ltd.	yongchang dongfang hydropower development co. ltd.	1	loanbook
45	L45	C259	Yondenko Corp	NA	NA	UP156	Karumai Nishi Solar, Llc.	352761	EUR	20237151	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL64	direct_loantaker	power	power	Yondenko Corp	yondenko corp	1	loanbook
46	L46	C258	Yonden Engineering Corporation	NA	NA	UP17	Angabergs Lantbruks Ab	311001	EUR	19820541	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL63	direct_loantaker	power	power	Yonden Engineering Corporation	yonden engineering corporation	1	loanbook
46	L46	C258	Yonden Engineering Corporation	NA	NA	UP17	Angabergs Lantbruks Ab	311001	EUR	19820541	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP8	ultimate_parent	power	power	Angabergs Lantbruks Ab	angabergs lantbruks ab	1	loanbook
47	L47	C257	Yolo County Flood Control & Water Conservation District	IP3	Yolo Regional District	UP38	Brikel Ead	411225	EUR	20820405	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL62	direct_loantaker	power	power	Yolo County Flood Control & Water Conservation District	yolo county flood control & water conservation district	1	loanbook
47	L47	C257	Yolo County Flood Control & Water Conservation District	IP3	Yolo Regional District	UP38	Brikel Ead	411225	EUR	20820405	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	IP13	intermediate_parent_1	power	power	Yolo Regional District	yolo county	0.8099999999999999	loanbook
47	L47	C257	Yolo County Flood Control & Water Conservation District	IP3	Yolo Regional District	UP38	Brikel Ead	411225	EUR	20820405	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP18	ultimate_parent	power	power	Brikel Ead	brikel ead	1	loanbook
48	L48	C256	Yolo County	NA	NA	UP201	Oshawa Power And Utilities Corporation	240473	EUR	19116933	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL61	direct_loantaker	power	power	Yolo County	yolo county	1	loanbook
48	L48	C256	Yolo County	NA	NA	UP201	Oshawa Power And Utilities Corporation	240473	EUR	19116933	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP75	ultimate_parent	power	power	Oshawa Power And Utilities Corporation	oshawa power and utilities corporation	1	loanbook
49	L49	C255	Yoki Alimentos Sa	NA	NA	UP66	Classic Textiles	305433	EUR	19764993	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL60	direct_loantaker	power	power	Yoki Alimentos Sa	yoki alimentos sa	1	loanbook
49	L49	C255	Yoki Alimentos Sa	NA	NA	UP66	Classic Textiles	305433	EUR	19764993	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP27	ultimate_parent	power	power	Classic Textiles	classic textiles	1	loanbook
50	L50	C254	Ymca Milford/Woodruff	NA	NA	UP219	Renova Group	231193	EUR	19024353	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL59	direct_loantaker	power	power	Ymca Milford/Woodruff	ymca milford/woodruff	1	loanbook
50	L50	C254	Ymca Milford/Woodruff	NA	NA	UP219	Renova Group	231193	EUR	19024353	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP81	ultimate_parent	power	power	Renova Group	renova group	1	loanbook
51	L51	C253	Ymc Build More Pvt Ltd	NA	NA	UP90	Empresa Administradora Chungar Sac	236761	EUR	19079901	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL58	direct_loantaker	power	power	Ymc Build More Pvt Ltd	ymc build more pvt ltd	1	loanbook
51	L51	C253	Ymc Build More Pvt Ltd	NA	NA	UP90	Empresa Administradora Chungar Sac	236761	EUR	19079901	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP41	ultimate_parent	power	power	Empresa Administradora Chungar Sac	empresa administradora chungar sac	1	loanbook
52	L52	C252	Ykk Usa, Inc.	NA	NA	UP73	Daimachi Natural Energy Research Inc	358329	EUR	20292699	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL57	direct_loantaker	power	power	Ykk Usa, Inc.	ykk usa, inc.	1	loanbook
53	L53	C251	Ykk Gps (Queensland) Pty Ltd.	NA	NA	UP91	Energiegenossenschaft Schwalm-Knull Eg	325849	EUR	19968669	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL56	direct_loantaker	power	power	Ykk Gps (Queensland) Pty Ltd.	ykk gps (queensland) pty ltd.	1	loanbook
53	L53	C251	Ykk Gps (Queensland) Pty Ltd.	NA	NA	UP91	Energiegenossenschaft Schwalm-Knull Eg	325849	EUR	19968669	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP42	ultimate_parent	power	power	Energiegenossenschaft Schwalm-Knull Eg	energiegenossenschaft schwalm-knull eg	1	loanbook
54	L54	C250	Yiyang Kaidi Green Energy Development Co. Ltd.	NA	NA	UP43	Cattle Farm Tamminga	232121	EUR	19033611	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL55	direct_loantaker	power	power	Yiyang Kaidi Green Energy Development Co. Ltd.	yiyang kaidi green energy development co. ltd.	1	loanbook
54	L54	C250	Yiyang Kaidi Green Energy Development Co. Ltd.	NA	NA	UP43	Cattle Farm Tamminga	232121	EUR	19033611	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP20	ultimate_parent	power	power	Cattle Farm Tamminga	cattle farm tamminga	1	loanbook
55	L55	C249	Yiyang Baoyuan Power Generation Co., Ltd.	NA	NA	UP72	Dahua Engineering Management	239545	EUR	19107675	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL54	direct_loantaker	power	power	Yiyang Baoyuan Power Generation Co., Ltd.	yiyang baoyuan power generation co., ltd.	1	loanbook
55	L55	C249	Yiyang Baoyuan Power Generation Co., Ltd.	NA	NA	UP72	Dahua Engineering Management	239545	EUR	19107675	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP30	ultimate_parent	power	power	Dahua Engineering Management	dahua engineering management	1	loanbook
56	L56	C248	Yit Corporation	NA	NA	UP224	Rtr Capital Srl	359257	EUR	20301957	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL53	direct_loantaker	power	power	Yit Corporation	international finance corp	0.8044871794871794	loanbook
56	L56	C248	Yit Corporation	NA	NA	UP224	Rtr Capital Srl	359257	EUR	20301957	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	UP83	ultimate_parent	power	power	Rtr Capital Srl	rtr capital srl	1	loanbook
57	L57	C247	Yingli Green Energy Holding Co Ltd	NA	NA	UP85	Ecoware S.P.A.	382457	EUR	20533407	EUR	"NACE"	Code	3511	Loan	No	NA	NA	NA	1	DL52	direct_loantaker	power	power	Yingli Green Energy Holding Co Ltd	yingli green energy holding co ltd	1	loanbook
