rowid	id_ultimate_parent	name_ultimate_parent	id_direct_loantaker	name_direct_loantaker	sector_classification_system	sector_classification_direct_loantaker	chunk	id_2dii	level	sector	sector_ald	name	name_ald	score	source
22	UP208	Petrol Dd Ljubljana	C31	Enerplus Corp	"NACE"	610	10	UP20	ultimate_parent	oil and gas	oil and gas	Petrol Dd Ljubljana	petrol dd ljubljana	1	loanbook
22	UP208	Petrol Dd Ljubljana	C31	Enerplus Corp	"NACE"	610	10	DL13	direct_loantaker	oil and gas	oil and gas	Enerplus Corp	enerplus corp	1	loanbook
23	UP238	Scomi Energy Services Bhd	C209	Trg Holding As	"NACE"	610	10	DL31	direct_loantaker	oil and gas	oil and gas	Trg Holding As	trg holding as	1	loanbook
24	UP253	Socialist Republic Of Vietnam	C161	Russian Federation	"NACE"	610	10	UP26	ultimate_parent	oil and gas	oil and gas	Socialist Republic Of Vietnam	socialist republic of vietnam	1	loanbook
24	UP253	Socialist Republic Of Vietnam	C161	Russian Federation	"NACE"	610	10	DL27	direct_loantaker	oil and gas	oil and gas	Russian Federation	russian federation	1	loanbook
25	UP266	State Of Qatar	C38	Glencore Plc	"NACE"	610	10	UP27	ultimate_parent	oil and gas	oil and gas	State Of Qatar	state of qatar	1	loanbook
25	UP266	State Of Qatar	C38	Glencore Plc	"NACE"	610	10	DL18	direct_loantaker	oil and gas	oil and gas	Glencore Plc	glencore plc	1	loanbook
26	UP279	Toyota Motor Corp	C208	Toyota Motor Corporation	"NACE"	2910	10	UP29	ultimate_parent	automotive	automotive	Toyota Motor Corp	toyota motor corp	1	loanbook
26	UP279	Toyota Motor Corp	C208	Toyota Motor Corporation	"NACE"	2910	10	DL30	direct_loantaker	automotive	automotive	Toyota Motor Corporation	toyota motor corp	1	loanbook
27	UP279	Toyota Motor Corp	C208	Toyota Motor Corporation	"NACE"	2910	10	UP29	ultimate_parent	automotive	automotive	Toyota Motor Corp	toyota motor corp	1	loanbook
27	UP279	Toyota Motor Corp	C208	Toyota Motor Corporation	"NACE"	2910	10	DL30	direct_loantaker	automotive	automotive	Toyota Motor Corporation	toyota motor corp	1	loanbook
28	UP7	Airasia X Bhd	C3	Airasia X Bhd	"NACE"	5110	10	UP1	ultimate_parent	aviation	aviation	Airasia X Bhd	airasia x bhd	1	loanbook
28	UP7	Airasia X Bhd	C3	Airasia X Bhd	"NACE"	5110	10	DL1	direct_loantaker	aviation	aviation	Airasia X Bhd	airasia x bhd	1	loanbook
29	UP8	Airbaltic	C4	Airbaltic	"NACE"	5110	10	UP2	ultimate_parent	aviation	aviation	Airbaltic	airbaltic	1	loanbook
29	UP8	Airbaltic	C4	Airbaltic	"NACE"	5110	10	DL2	direct_loantaker	aviation	aviation	Airbaltic	airbaltic	1	loanbook
30	UP9	Airblue	C5	Airblue	"NACE"	5110	10	UP3	ultimate_parent	aviation	aviation	Airblue	airblue	1	loanbook
30	UP9	Airblue	C5	Airblue	"NACE"	5110	10	DL3	direct_loantaker	aviation	aviation	Airblue	airblue	1	loanbook
31	UP10	Airborne Of Sweden	C6	Airborne Of Sweden	"NACE"	5110	10	UP4	ultimate_parent	aviation	aviation	Airborne Of Sweden	airborne of sweden	1	loanbook
31	UP10	Airborne Of Sweden	C6	Airborne Of Sweden	"NACE"	5110	10	DL4	direct_loantaker	aviation	aviation	Airborne Of Sweden	airborne of sweden	1	loanbook
32	UP11	Airbus Transport International	C7	Airbus Transport International	"NACE"	3030	10	UP5	ultimate_parent	aviation	aviation	Airbus Transport International	airbus transport international	1	loanbook
32	UP11	Airbus Transport International	C7	Airbus Transport International	"NACE"	3030	10	DL5	direct_loantaker	aviation	aviation	Airbus Transport International	airbus transport international	1	loanbook
