rowid	id_ultimate_parent	name_ultimate_parent	id_direct_loantaker	name_direct_loantaker	sector_classification_system	sector_classification_direct_loantaker	chunk	id_2dii	level	sector	sector_ald	name	name_ald	score	source
18	UP144	Jianghuai-Vw	C215	Volkswagen Ag	"NACE"	291	6	DL18	direct_loantaker	automotive	automotive	Volkswagen Ag	volkswagen ag	1	loanbook
19	UP258	South-East Automobile	C216	Volvo Truck And Bus	"NACE"	291	6	UP26	ultimate_parent	automotive	automotive	South-East Automobile	south-east automobile	1	loanbook
20	UP25	Avtozaz	C217	Weichai Power Co Ltd	"NACE"	291	6	UP2	ultimate_parent	automotive	automotive	Avtozaz	avtozaz	1	loanbook
20	UP25	Avtozaz	C217	Weichai Power Co Ltd	"NACE"	291	6	DL20	direct_loantaker	automotive	automotive	Weichai Power Co Ltd	weichai power co ltd	1	loanbook
21	UP36	Bogdan	C218	Wheego	"NACE"	291	6	UP3	ultimate_parent	automotive	automotive	Bogdan	bogdan	1	loanbook
21	UP36	Bogdan	C218	Wheego	"NACE"	291	6	DL21	direct_loantaker	automotive	automotive	Wheego	wheego	1	loanbook
22	UP149	Jilin Tongtian	C219	Wm Motor	"NACE"	291	6	UP15	ultimate_parent	automotive	automotive	Jilin Tongtian	jilin tongtian	1	loanbook
22	UP149	Jilin Tongtian	C219	Wm Motor	"NACE"	291	6	DL22	direct_loantaker	automotive	automotive	Wm Motor	wm motor	1	loanbook
23	UP245	Shenyang Polarsun	C221	Wuling	"NACE"	291	6	UP25	ultimate_parent	automotive	automotive	Shenyang Polarsun	shenyang polarsun	1	loanbook
23	UP245	Shenyang Polarsun	C221	Wuling	"NACE"	291	6	DL23	direct_loantaker	automotive	automotive	Wuling	wuling	1	loanbook
24	UP176	Master	C222	Xiamen Automotive Industry Corporation	"NACE"	291	6	UP17	ultimate_parent	automotive	automotive	Master	master	1	loanbook
24	UP176	Master	C222	Xiamen Automotive Industry Corporation	"NACE"	291	6	DL24	direct_loantaker	automotive	automotive	Xiamen Automotive Industry Corporation	xiamen automotive industry corporation	1	loanbook
25	UP136	Intrall Polska	C223	Xiamen State-Owned Assets Investment Co., Ltd	"NACE"	291	6	UP11	ultimate_parent	automotive	automotive	Intrall Polska	intrall polska	1	loanbook
25	UP136	Intrall Polska	C223	Xiamen State-Owned Assets Investment Co., Ltd	"NACE"	291	6	DL25	direct_loantaker	automotive	automotive	Xiamen State-Owned Assets Investment Co., Ltd	xiamen state-owned assets investment co., ltd	1	loanbook
26	UP182	Modiran	C224	Xiaopeng	"NACE"	291	6	UP18	ultimate_parent	automotive	automotive	Modiran	modiran	1	loanbook
26	UP182	Modiran	C224	Xiaopeng	"NACE"	291	6	DL26	direct_loantaker	automotive	automotive	Xiaopeng	xiaopeng	1	loanbook
27	UP294	Vinfast	C225	Yangzhou Yaxing	"NACE"	291	6	UP28	ultimate_parent	automotive	automotive	Vinfast	vinfast	1	loanbook
27	UP294	Vinfast	C225	Yangzhou Yaxing	"NACE"	291	6	DL27	direct_loantaker	automotive	automotive	Yangzhou Yaxing	yangzhou yaxing	1	loanbook
28	UP317	Zil	C277	Youngman Lotus	"NACE"	291	6	UP32	ultimate_parent	automotive	automotive	Zil	zil	1	loanbook
28	UP317	Zil	C277	Youngman Lotus	"NACE"	291	6	DL28	direct_loantaker	automotive	automotive	Youngman Lotus	youngman lotus	1	loanbook
29	UP102	Gac Changfeng	C279	Youxia	"NACE"	291	6	UP8	ultimate_parent	automotive	automotive	Gac Changfeng	gac changfeng	1	loanbook
29	UP102	Gac Changfeng	C279	Youxia	"NACE"	291	6	DL29	direct_loantaker	automotive	automotive	Youxia	youxia	1	loanbook
30	UP118	Hawtai	C288	Yto Group	"NACE"	291	6	DL30	direct_loantaker	automotive	automotive	Yto Group	yto group	1	loanbook
31	UP307	Youngman Lotus	C300	Yudo Auto	"NACE"	291	6	UP31	ultimate_parent	automotive	automotive	Youngman Lotus	youngman lotus	1	loanbook
31	UP307	Youngman Lotus	C300	Yudo Auto	"NACE"	291	6	DL31	direct_loantaker	automotive	automotive	Yudo Auto	yudo auto	1	loanbook
32	UP146	Jiangsu Joylong	C306	Yulon	"NACE"	291	6	UP13	ultimate_parent	automotive	automotive	Jiangsu Joylong	jiangsu joylong	1	loanbook
32	UP146	Jiangsu Joylong	C306	Yulon	"NACE"	291	6	DL32	direct_loantaker	automotive	automotive	Yulon	yulon	1	loanbook
