rowid	id_ultimate_parent	name_ultimate_parent	id_direct_loantaker	name_direct_loantaker	sector_classification_system	sector_classification_direct_loantaker	chunk	id_2dii	level	sector	sector_ald	name	name_ald	score	source
12	UP34	Biopower Systems Pty Ltd	C228	Yichun Xinganling Wind Power Co., Ltd.	"NACE"	3511	3	DL21	direct_loantaker	power	power	Yichun Xinganling Wind Power Co., Ltd.	yichun xinganling wind power co., ltd.	1	loanbook
13	UP272	Techint Compagnia Tecnica Internazionale Spa	C146	Nanjing Guodian Nanjing Automation New Energy Technology Co Ltd	"NACE"	3511	3	UP27	ultimate_parent	power	power	Techint Compagnia Tecnica Internazionale Spa	techint compagnia tecnica internazionale spa	1	loanbook
13	UP272	Techint Compagnia Tecnica Internazionale Spa	C146	Nanjing Guodian Nanjing Automation New Energy Technology Co Ltd	"NACE"	3511	3	DL20	direct_loantaker	power	power	Nanjing Guodian Nanjing Automation New Energy Technology Co Ltd	nanjing guodian nanjing automation new energy technology co ltd	1	loanbook
14	UP21	Armada Kommunfastigheter Ab	C145	Nanjing Gcl New Energy	"NACE"	3511	3	UP3	ultimate_parent	power	power	Armada Kommunfastigheter Ab	armada kommunfastigheter ab	1	loanbook
14	UP21	Armada Kommunfastigheter Ab	C145	Nanjing Gcl New Energy	"NACE"	3511	3	DL19	direct_loantaker	power	power	Nanjing Gcl New Energy	nanjing gcl new energy	1	loanbook
15	UP204	Parque De Generacion Aguaprieta Sapi De Cv	C144	Nanjing Chemical Industries Co Ltd	"NACE"	3511	3	UP20	ultimate_parent	power	power	Parque De Generacion Aguaprieta Sapi De Cv	parque de generacion aguaprieta sapi de cv	1	loanbook
15	UP204	Parque De Generacion Aguaprieta Sapi De Cv	C144	Nanjing Chemical Industries Co Ltd	"NACE"	3511	3	DL18	direct_loantaker	power	power	Nanjing Chemical Industries Co Ltd	nanjing chemical industries co ltd	1	loanbook
16	UP151	Jp Jewellers	C143	Naniwa Energy Llc	"NACE"	3511	3	UP17	ultimate_parent	power	power	Jp Jewellers	jp jewellers	1	loanbook
16	UP151	Jp Jewellers	C143	Naniwa Energy Llc	"NACE"	3511	3	DL17	direct_loantaker	power	power	Naniwa Energy Llc	naniwa energy llc	1	loanbook
17	UP293	Vier Industry And Trade Mate Ltd	C142	Nandi Roller Flour Mills Pvt. Ltd.	"NACE"	3511	3	UP30	ultimate_parent	power	power	Vier Industry And Trade Mate Ltd	vier industry and trade mate ltd	1	loanbook
17	UP293	Vier Industry And Trade Mate Ltd	C142	Nandi Roller Flour Mills Pvt. Ltd.	"NACE"	3511	3	DL16	direct_loantaker	power	power	Nandi Roller Flour Mills Pvt. Ltd.	nandi roller flour mills pvt. ltd.	1	loanbook
18	UP88	Elaqua Ag	C141	Nandhi Spinning Mills Private Limited	"NACE"	3511	3	UP10	ultimate_parent	power	power	Elaqua Ag	elaqua ag	1	loanbook
18	UP88	Elaqua Ag	C141	Nandhi Spinning Mills Private Limited	"NACE"	3511	3	DL15	direct_loantaker	power	power	Nandhi Spinning Mills Private Limited	nandhi spinning mills private limited	1	loanbook
19	UP135	Innovent Sas	C140	Nandan Wind Energy Development	"NACE"	3511	3	UP15	ultimate_parent	power	power	Innovent Sas	innovent sas	1	loanbook
19	UP135	Innovent Sas	C140	Nandan Wind Energy Development	"NACE"	3511	3	DL14	direct_loantaker	power	power	Nandan Wind Energy Development	nandan wind energy development	1	loanbook
20	UP263	Standard Solar Inc	C139	Mom and Pop Family Business	"NACE"	3511	3	UP26	ultimate_parent	power	power	Standard Solar Inc	standard solar inc	1	loanbook
21	UP160	Kksk Sharira Wind	C138	Nanchong Electric Power Development Co., Ltd.	"NACE"	3511	3	UP18	ultimate_parent	power	power	Kksk Sharira Wind	kksk sharira wind	1	loanbook
21	UP160	Kksk Sharira Wind	C138	Nanchong Electric Power Development Co., Ltd.	"NACE"	3511	3	DL13	direct_loantaker	power	power	Nanchong Electric Power Development Co., Ltd.	nanchong electric power development co., ltd.	1	loanbook
22	UP1	Aba Hydropower Generation Co Ltd	C137	Nanaimo Forest Products Ltd.	"NACE"	3511	3	UP1	ultimate_parent	power	power	Aba Hydropower Generation Co Ltd	aba hydropower generation co ltd	1	loanbook
22	UP1	Aba Hydropower Generation Co Ltd	C137	Nanaimo Forest Products Ltd.	"NACE"	3511	3	DL12	direct_loantaker	power	power	Nanaimo Forest Products Ltd.	nanaimo forest products ltd.	1	loanbook
23	UP256	Song Ba Joint Stock Company	C136	Nana Layja Power Co. Ltd.	"NACE"	3511	3	UP25	ultimate_parent	power	power	Song Ba Joint Stock Company	song ba joint stock company	1	loanbook
23	UP256	Song Ba Joint Stock Company	C136	Nana Layja Power Co. Ltd.	"NACE"	3511	3	DL11	direct_loantaker	power	power	Nana Layja Power Co. Ltd.	nana layja power co. ltd.	1	loanbook
24	UP116	Guohua (Tongliao) Wind Power Co., Ltd.	C135	Nampower	"NACE"	3511	3	UP12	ultimate_parent	power	power	Guohua (Tongliao) Wind Power Co., Ltd.	guohua (tongliao) wind power co., ltd.	1	loanbook
24	UP116	Guohua (Tongliao) Wind Power Co., Ltd.	C135	Nampower	"NACE"	3511	3	DL10	direct_loantaker	power	power	Nampower	nampower	1	loanbook
25	UP300	Warmeverbundkraftwerk Freiburg Gmbh	C134	Nammo Liab Ab	"NACE"	3511	3	UP31	ultimate_parent	power	power	Warmeverbundkraftwerk Freiburg Gmbh	warmeverbundkraftwerk freiburg gmbh	1	loanbook
25	UP300	Warmeverbundkraftwerk Freiburg Gmbh	C134	Nammo Liab Ab	"NACE"	3511	3	DL9	direct_loantaker	power	power	Nammo Liab Ab	nammo liab ab	1	loanbook
26	UP312	Zhejiang Electric Power Industry Bureau	C133	Namhae Energy	"NACE"	3511	3	UP32	ultimate_parent	power	power	Zhejiang Electric Power Industry Bureau	zhejiang electric power industry bureau	1	loanbook
26	UP312	Zhejiang Electric Power Industry Bureau	C133	Namhae Energy	"NACE"	3511	3	DL8	direct_loantaker	power	power	Namhae Energy	namhae energy	1	loanbook
27	UP141	Jericho Rise Wind Farm, Llc	C132	Namgis First Nation	"NACE"	3511	3	UP16	ultimate_parent	power	power	Jericho Rise Wind Farm, Llc	jericho rise wind farm, llc	1	loanbook
27	UP141	Jericho Rise Wind Farm, Llc	C132	Namgis First Nation	"NACE"	3511	3	DL7	direct_loantaker	power	power	Namgis First Nation	namgis first nation	1	loanbook
28	UP214	Power Electronics Ltd.	C131	Nama Holding Company Saoc	"NACE"	3511	3	UP21	ultimate_parent	power	power	Power Electronics Ltd.	power electronics ltd.	1	loanbook
28	UP214	Power Electronics Ltd.	C131	Nama Holding Company Saoc	"NACE"	3511	3	DL6	direct_loantaker	power	power	Nama Holding Company Saoc	nama holding company saoc	1	loanbook
29	UP14	Allianz Capital Partners Gmbh	C130	Nam Lum Hydroelectric	"NACE"	3511	3	UP2	ultimate_parent	power	power	Allianz Capital Partners Gmbh	allianz capital partners gmbh	1	loanbook
29	UP14	Allianz Capital Partners Gmbh	C130	Nam Lum Hydroelectric	"NACE"	3511	3	DL5	direct_loantaker	power	power	Nam Lum Hydroelectric	nam lum hydroelectric	1	loanbook
30	UP31	Bhagawati Hydropower Development Company	C129	Nam Long Power Co., Ltd.	"NACE"	3511	3	UP4	ultimate_parent	power	power	Bhagawati Hydropower Development Company	bhagawati hydropower development company	1	loanbook
30	UP31	Bhagawati Hydropower Development Company	C129	Nam Long Power Co., Ltd.	"NACE"	3511	3	DL4	direct_loantaker	power	power	Nam Long Power Co., Ltd.	nam long power co., ltd.	1	loanbook
31	UP240	Sembcorp Utilities (Uk) Ltd	C128	Nam Chien Hydropower Joint Stock Company	"NACE"	3511	3	DL3	direct_loantaker	power	power	Nam Chien Hydropower Joint Stock Company	nam chien hydropower joint stock company	1	loanbook
32	UP277	Tolsa S.A.	C127	Nalsing Gad Hydropower Development Committee	"NACE"	3511	3	DL2	direct_loantaker	power	power	Nalsing Gad Hydropower Development Committee	nalsing gad hydropower development committee	1	loanbook
